# DeltaBLM CollPos ActualPos Theta SignalBLM ErrBLM BeamInt SignalCry
0.5	4.195	4.195	-61.20263896007145	2.0184913635253908e-06	1.905670166015625e-07	176650874625.30612	4.336090087890625e-07
3.0	4.175	4.175	-60.84151509732605	1.7772905985514321e-06	3.6180114746093744e-07	176656313913.14203	4.0783182779947917e-07
6.0	4.155	4.155	-60.48039123458068	1.8104326883951822e-06	1.2290191650390634e-07	176640494179.72787	3.894195556640625e-07
9.0	4.135	4.135	-60.11926737183527	1.9623339335123702e-06	3.507537841796876e-07	176625252665.85306	3.6732482910156246e-07
12.0	4.115	4.115	-59.7581435090899	2.2320737202962237e-06	2.237091064453126e-07	176600513233.00952	3.9678446451822913e-07
15.0	4.095	4.095	-59.39701964634449	2.08385492960612e-06	3.935623168945312e-07	176586693462.70816	3.5719807942708334e-07
18.0	4.075	4.075	-59.035895783599116	2.343467966715495e-06	3.2175445556640616e-07	176556351829.20963	3.857371012369792e-07
21.0	4.055	4.055	-58.67477192085371	2.925295766194661e-06	4.170379638671876e-07	176531828687.10486	3.857371012369791e-07
24.0	4.035	4.035	-58.31364805810834	2.7034278869628905e-06	4.4051361083984363e-07	176499839815.6691	3.884989420572917e-07
27.0	4.015	4.015	-57.952524195362926	2.1584246317545573e-06	4.929885864257811e-07	176475066114.40274	3.783721923828125e-07
30.0	3.995	3.995	-57.59140033261756	2.3720069885253907e-06	6.048431396484376e-07	176449921277.9755	3.737691243489583e-07
33.0	3.975	3.975	-57.230276469872166	3.0422136942545577e-06	4.5018005371093795e-07	176430220901.9885	4.03228759765625e-07
36.0	3.955	3.955	-56.86915260712678	3.0072303771972657e-06	5.413208007812503e-07	176400453201.66064	4.0138753255208333e-07
39.0	3.935	3.935	-56.50802874438139	2.89031244913737e-06	8.313140869140625e-07	176378017630.07346	4.0599060058593743e-07
42.0	3.915	3.915	-56.146904881636	2.8792650858561203e-06	2.7342224121093757e-07	176352693117.57007	4.437357584635417e-07
45.0	3.895	3.895	-55.78578101889061	2.8599322001139325e-06	3.272781372070312e-07	176318211951.11032	5.13702392578125e-07
48.0	3.875	3.875	-55.424657156145216	3.0744351704915362e-06	3.935623168945312e-07	176302998753.09265	5.164642333984374e-07
51.0	3.855	3.855	-55.06353329339983	3.209765370686849e-06	5.040359497070309e-07	176263652517.8865	5.201466878255208e-07
54.0	3.835	3.835	-54.70240943065444	3.81921157836914e-06	5.772247314453117e-07	176236679747.90475	5.13702392578125e-07
57.0	3.815	3.815	-54.34128556790905	5.075849151611328e-06	4.474182128906248e-07	176194381885.73337	5.256703694661458e-07
60.0	3.795	3.795	-53.98016170516367	4.35961176554362e-06	1.3919677734375004e-06	176158351547.86667	6.168111165364583e-07
63.0	3.775	3.775	-53.61903784241827	6.123507436116536e-06	5.385589599609374e-07	176110153817.89932	8.368377685546874e-07
66.0	3.755	3.755	-53.257913979672885	3.550392405192057e-06	4.722747802734376e-07	176085184882.84082	5.615743001302083e-07
69.0	3.735	3.735	-52.8967901169275	3.672834014892578e-06	2.609939575195314e-07	176035866138.7649	5.394795735677083e-07
72.0	3.715	3.715	-52.535666254182104	3.5329007466634115e-06	3.9770507812500027e-07	175996429726.9072	5.404001871744791e-07
75.0	3.695	3.695	-52.17454239143672	4.3863095601399745e-06	8.506469726562499e-07	175966893099.73877	7.217610677083333e-07
78.0	3.675	3.675	-51.81341852869132	4.471006011962891e-06	2.5547027587890615e-07	175934691529.08737	8.939158121744792e-07
81.0	3.655	3.655	-51.452294665945935	4.264788564046223e-06	7.498397827148438e-07	175904343648.81802	1.320159912109375e-06
84.0	3.635	3.635	-51.09117080320055	7.074501291910807e-06	1.8780517578124995e-06	175859014224.6993	7.788391113281251e-07
87.0	3.615	3.615	-50.73004694045516	7.049644724527994e-06	1.3146362304687497e-06	175806856648.949	5.901133219401042e-07
90.0	3.595	3.595	-50.36892307770977	6.728350575764975e-06	1.8090057373046878e-06	175776111834.13333	4.870045979817708e-07
93.0	3.575	3.575	-50.00779921496438	7.694994862874349e-06	6.835556030273436e-07	175722999435.0231	5.73542277018229e-07
96.0	3.555	3.555	-49.646675352219	9.984560902913411e-06	2.658271789550782e-06	175669420482.06802	5.440826416015625e-07
99.0	3.535	3.535	-49.28555148947361	9.169817860921224e-06	1.4223480224609378e-06	175642334691.05307	4.501800537109375e-07
102.0	3.515	3.515	-48.92442762672822	1.1286308542887368e-05	4.307090759277343e-06	175569919192.8163	4.446563720703125e-07
105.0	3.495	3.495	-48.56330376398283	1.2168256378173827e-05	1.6543426513671865e-06	175536599094.92245	4.317677815755209e-07
108.0	3.475	3.475	-48.202179901237436	1.9336153920491535e-05	4.689605712890623e-06	175459337923.27454	4.547831217447916e-07
111.0	3.455	3.455	-47.84105603849205	2.6593350982666017e-05	2.24675750732422e-06	175403072533.20798	4.805603027343749e-07
114.0	3.435	3.435	-47.47993217574666	2.634478530883789e-05	5.864768981933591e-06	175358226047.7551	4.4557698567708327e-07
117.0	3.415	3.415	-47.11880831300127	3.821793899536132e-05	6.36190032958984e-06	175303068689.7639	4.6767171223958334e-07
120.0	3.395	3.395	-46.75768445025588	4.596858495076496e-05	1.3755348205566407e-05	175259666794.197	4.731953938802083e-07
123.0	3.375	3.375	-46.396560587510486	5.861413345336914e-05	8.442947387695307e-06	175203379997.38773	4.80560302734375e-07
126.0	3.355	3.355	-46.0354367247651	7.314141616821288e-05	1.7974060058593753e-05	175146754855.49387	5.02655029296875e-07
