particle_id
241
320
386
412
417
421
444
465
543
559
575
602
656
677
732
755
764
854
867
900
922
951
1019
1038
1050
1071
1101
1350
1410
1471
1528
1547
1726
1737
1761
1796
1929
1996
2009
2049
2053
2058
2092
2104
2121
2137
2156
2191
2197
2200
2201
2326
2393
2403
2472
2520
2562
2579
2587
2612
2656
2666
2691
2734
2762
2792
2828
2895
2932
2984
2992
3094
3095
3126
3138
3164
3192
3264
3271
3274
3276
3337
3354
3388
3395
3413
3493
3572
3625
3642
3685
3698
3783
3805
3877
3911
3961
3976
4012
4013
4026
4087
4241
4278
4314
4317
4330
4364
4399
4400
4509
4560
4759
4785
4792
4836
4892
4951
4963
5016
5026
5034
5093
5113
5122
5133
5182
5268
5285
5311
5330
5334
5510
5524
5528
5594
5650
5661
5668
5680
5692
5707
5729
5749
5763
5789
5841
5869
5877
5979
5983
6071
6105
6155
6171
6215
6242
6262
6286
6301
6357
6378
6389
6399
6641
6671
6712
6722
6753
6761
6779
6901
6933
6940
6952
6979
7090
7155
7165
7242
7253
7335
7368
7380
7386
7411
7537
7546
7562
7574
7639
7755
7757
7762
7789
7791
7809
7820
7829
7926
7972
7973
7984
8008
8061
8107
8114
8140
8151
8206
8207
8212
8258
8292
8356
8371
8388
8469
8497
8530
8532
8607
8641
8746
8818
8852
8906
8935
9044
9096
9103
9126
9149
9155
9199
9201
9201
9246
9262
9292
9424
9430
9459
9484
9535
9553
9581
9637
9668
9686
9746
9787
9832
9865
9885
9911
9998
10129
10144
10158
10175
10187
10189
10289
10294
10304
10342
10346
10444
10481
10505
10537
10573
10595
10609
10614
10732
10777
10813
10900
10903
10913
11062
11076
11085
11206
11342
11371
11375
11376
11430
11500
11507
11570
11573
11641
11682
11713
11721
11744
11758
11803
11855
11872
11876
11920
11970
12045
12096
12097
12145
12154
12160
12181
12205
12230
12231
12263
12275
12285
12348
12410
12434
12555
12568
12596
12605
12616
12665
12715
12761
12767
12775
12783
12784
12861
12870
12910
12959
13053
13084
13092
13128
13131
13131
13255
13292
13300
13373
13523
13593
13678
13683
13695
13800
13802
13868
13921
13989
13991
14033
14062
14124
14134
14150
14168
14210
14266
14312
14327
14354
14366
14396
14419
14487
14620
14628
14637
14650
14700
14769
14828
14839
14917
14944
14947
14977
15002
15022
15062
15101
15111
15120
15125
15225
15257
15271
15335
15338
15407
15440
15472
15517
15530
15532
15533
15614
15622
15623
15624
15701
15718
15736
15738
15765
15781
15782
15813
15843
15865
15907
15928
16011
