# DeltaBLM CollPos ActualPos Theta SignalBLM ErrBLM BeamInt SignalCry
0.5	7.92	7.92	-61.49795003139883	-3.149534225463864e-07	4.874649047851561e-07	208995750895.12057	3.4937286376953125e-07
3.0	7.87	7.87	-60.622996154160354	-9.377485275268553e-07	3.079452514648438e-07	208952531945.3989	3.5627746582031247e-07
6.0	7.82	7.82	-59.7480422769219	-3.964277267456051e-07	1.4637756347656235e-07	208901685394.8108	3.5443623860677084e-07
9.0	7.77	7.77	-58.87308839968342	6.63198534647624e-07	9.086456298828128e-07	208819856379.9069	3.5351562499999996e-07
12.0	7.72	7.72	-57.99813452244495	1.2832202911376966e-07	1.4803466796875005e-06	208738472091.4471	3.691660563151042e-07
15.0	7.67	7.67	-57.12318064520647	-2.1046377817789657e-07	3.6456298828124995e-07	208663678215.01022	3.5259501139322914e-07
18.0	7.62	7.62	-56.24822676796801	-4.802035649617507e-07	1.0715942382812502e-06	208609570409.47827	3.4523010253906254e-07
21.0	7.57	7.57	-55.373272890729545	-4.820447921752927e-07	8.133621215820307e-07	208521661658.67325	3.4430948893229167e-07
24.0	7.52	7.52	-54.49831901349106	-1.1200300216674802e-06	1.3353500366210937e-06	208471816935.75296	3.5443623860677084e-07
27.0	7.47	7.47	-53.6233651362526	7.676766713460325e-08	1.0771179199218748e-06	208400532710.24936	3.5811869303385416e-07
30.0	7.42	7.42	-52.74841125901414	4.680284500122078e-07	7.346496582031253e-07	208324115256.88168	3.6640421549479164e-07
33.0	7.37	7.37	-51.87345738177567	1.0848395665486657e-06	1.7731018066406246e-06	208234559933.5347	3.802134195963542e-07
36.0	7.32	7.32	-50.99850350453719	-8.107038497924802e-07	6.559371948242187e-07	208168722413.80344	3.4246826171875003e-07
39.0	7.27	7.27	-50.123549627298715	-1.0049533208211256e-06	2.720413208007814e-07	208113288889.58847	3.176116943359375e-07
42.0	7.22	7.22	-49.248595750060254	-1.0463809331258136e-06	5.31654357910156e-07	208049650054.00916	3.0564371744791665e-07
45.0	7.17	7.17	-48.373641872821786	-4.562676111857094e-07	2.2950897216796873e-06	208004788219.7208	3.295796712239583e-07
48.0	7.12	7.12	-47.498687995583325	3.4466622670491617e-07	2.388992309570315e-07	207925147909.74133	3.498331705729167e-07
51.0	7.07	7.07	-46.62373411834486	1.2358201980590821e-06	1.5521545410156247e-06	207862616768.41745	3.5811869303385416e-07
54.0	7.02	7.02	-45.74878024110637	8.78622118631999e-07	8.423614501953126e-07	207788147650.75464	3.4062703450520834e-07
57.0	6.97	6.97	-44.8738263638679	3.5539252599080403e-06	3.705009460449219e-06	207729733591.60495	3.4615071614583336e-07
60.0	6.92	6.92	-43.99887248662943	1.5893358230590822e-06	5.288925170898439e-07	207653066006.7299	3.5995992024739585e-07
63.0	6.87	6.87	-43.12391860939098	5.029668871561688e-06	2.1832351684570312e-06	207583973306.3672	3.783721923828125e-07
66.0	6.82	6.82	-42.24896473215251	7.46377124786377e-06	2.3337554931640616e-06	207484307940.83655	3.618011474609375e-07
69.0	6.77	6.77	-41.374010854914026	5.304932339986165e-06	2.2384719848632814e-06	207427325033.078	3.4430948893229167e-07
72.0	6.72	6.72	-40.499056977675565	8.262863858540853e-06	2.6154632568359363e-06	207354462787.98682	3.498331705729167e-07
75.0	6.67	6.67	-39.62410310043709	1.2404704475402831e-05	3.0974044799804695e-06	207287779420.25272	3.5627746582031247e-07
78.0	6.62	6.62	-38.74914922319862	8.587840461730957e-06	2.6831283569335927e-06	207224900741.48325	3.2865905761718754e-07
